body_type,drinks,drugs,height,income,orientation,sex,smokes,status,record,new_sign,new_religion,age
7,3,2,74,-1.0,4,1,1,1,23279,3,9,29.0
6,3,2,66,-1.0,1,1,1,1,23280,10,2,22.0
7,3,1,73,-1.0,1,1,1,1,23282,8,4,28.0
6,3,1,65,-1.0,1,2,1,1,23283,2,9,47.0
12,3,1,76,-1.0,4,1,1,1,23285,1,9,27.0
9,3,1,62,-1.0,1,2,1,1,23287,8,7,29.0
2,2,1,66,-1.0,1,1,1,1,23293,11,3,23.0
3,3,1,70,80000.0,1,1,1,1,23295,11,2,27.0
1,2,1,71,-1.0,4,1,1,1,23296,8,2,25.0
2,2,1,64,-1.0,1,2,1,1,23300,12,1,28.0
4,3,2,68,-1.0,1,1,1,1,23304,7,6,30.0
6,3,2,70,-1.0,1,1,1,1,23305,10,9,29.0
4,1,1,73,-1.0,1,1,1,1,23309,5,9,24.0
9,2,1,65,-1.0,1,2,1,3,23313,8,1,28.0
3,3,2,66,-1.0,1,2,1,1,23321,5,9,37.0
9,3,1,65,50000.0,1,2,1,1,23322,3,1,32.0
4,3,1,69,-1.0,1,1,1,1,23323,9,1,24.0
5,3,1,71,-1.0,1,1,1,1,23324,2,3,27.0
4,3,1,66,-1.0,1,1,1,1,23326,7,9,48.0
6,2,1,67,70000.0,1,1,1,1,23327,10,6,38.0
6,3,1,70,-1.0,4,1,1,1,23328,7,2,27.0
2,1,1,67,30000.0,1,2,3,1,23330,3,6,66.0
1,3,2,72,-1.0,1,1,2,1,23335,3,1,23.0
4,3,1,69,-1.0,1,1,1,1,23338,7,9,28.0
6,3,1,73,-1.0,1,1,1,1,23339,12,9,54.0
6,3,1,72,-1.0,1,1,1,4,23342,3,2,38.0
6,3,1,67,-1.0,1,1,1,1,23343,10,1,31.0
3,2,3,73,20000.0,1,1,2,4,23345,10,1,24.0
6,3,1,67,-1.0,1,2,1,1,23349,1,9,32.0
6,3,1,65,-1.0,1,2,1,1,23353,3,3,30.0
3,3,1,71,-1.0,1,1,1,1,23354,4,6,22.0
3,2,1,69,-1.0,3,1,1,1,23355,1,2,30.0
3,1,1,66,-1.0,1,2,1,1,23356,2,1,52.0
6,5,3,71,-1.0,1,1,1,1,23357,6,3,31.0
2,4,2,74,40000.0,1,1,2,1,23359,2,2,32.0
9,3,1,67,60000.0,1,2,1,1,23360,8,2,26.0
6,3,1,64,-1.0,1,2,1,1,23361,11,9,37.0
3,3,1,66,100000.0,1,1,5,1,23362,9,4,31.0
10,3,1,66,-1.0,3,2,1,1,23365,8,2,22.0
9,4,1,65,-1.0,3,2,1,4,23366,5,1,25.0
6,4,2,68,-1.0,1,1,5,1,23368,1,2,24.0
4,3,1,69,-1.0,1,1,4,1,23371,9,4,50.0
3,2,1,72,-1.0,1,1,1,1,23375,1,5,37.0
4,3,2,69,-1.0,1,1,1,1,23385,5,5,39.0
7,4,2,73,-1.0,1,1,2,1,23388,8,2,32.0
4,3,1,66,-1.0,1,2,1,1,23390,11,5,49.0
4,3,1,66,-1.0,1,1,1,4,23394,10,1,26.0
2,2,1,68,-1.0,1,1,1,1,23398,3,6,22.0
2,2,1,62,-1.0,1,2,1,1,23399,6,1,26.0
3,4,2,70,-1.0,1,1,1,1,23403,2,5,28.0
6,3,2,66,30000.0,1,2,4,1,23405,2,9,27.0
9,4,1,70,-1.0,1,2,1,1,23406,2,6,50.0
6,3,1,66,-1.0,1,2,1,1,23410,8,7,19.0
4,3,1,72,-1.0,1,1,1,1,23412,10,7,40.0
4,3,1,72,-1.0,1,1,1,1,23414,1,3,36.0
6,4,2,69,100000.0,1,1,1,1,23415,8,2,28.0
3,4,2,71,-1.0,4,1,2,1,23417,3,9,25.0
6,3,1,67,-1.0,3,2,4,3,23420,5,4,21.0
4,3,1,71,-1.0,1,1,1,1,23421,6,1,27.0
2,2,1,67,-1.0,1,1,1,1,23422,7,5,25.0
2,3,1,77,-1.0,1,1,1,3,23424,11,3,25.0
3,4,1,72,100000.0,1,1,1,1,23425,8,2,33.0
2,3,1,68,60000.0,4,2,1,1,23427,3,9,28.0
2,3,1,69,20000.0,1,1,1,1,23428,1,2,23.0
3,2,1,65,50000.0,1,1,1,1,23432,3,9,68.0
10,3,2,70,20000.0,1,2,5,1,23435,12,3,25.0
4,2,1,68,80000.0,3,1,1,1,23438,9,1,25.0
7,3,1,72,-1.0,1,1,1,1,23439,5,1,63.0
2,3,1,70,-1.0,1,2,1,1,23440,6,1,28.0
3,3,1,72,-1.0,1,1,1,1,23443,8,4,35.0
3,3,1,70,-1.0,1,1,1,1,23444,1,4,52.0
6,3,1,62,20000.0,3,2,3,1,23455,4,9,23.0
3,3,2,66,-1.0,1,1,1,1,23457,5,4,37.0
10,3,1,63,-1.0,1,2,1,1,23458,11,9,41.0
6,3,1,67,-1.0,1,1,1,1,23465,10,5,35.0
2,3,1,68,-1.0,1,2,1,1,23466,2,1,29.0
6,3,2,71,70000.0,1,1,1,3,23467,1,9,30.0
4,3,2,67,30000.0,1,1,1,1,23473,9,1,26.0
4,3,1,64,60000.0,1,1,1,1,23474,10,9,38.0
6,3,1,67,20000.0,4,1,5,4,23475,9,2,31.0
4,3,1,73,100000.0,1,1,1,1,23478,2,1,40.0
4,3,1,69,-1.0,1,1,1,1,23479,3,2,26.0
3,3,1,65,-1.0,1,2,1,1,23481,8,1,28.0
9,3,1,67,-1.0,4,2,1,1,23483,7,6,37.0
4,3,1,70,70000.0,1,1,3,1,23485,10,7,28.0
7,1,1,66,-1.0,4,1,1,1,23487,2,9,29.0
3,3,2,72,-1.0,1,1,1,1,23488,8,1,23.0
7,4,1,71,-1.0,1,1,3,1,23490,6,2,22.0
6,3,1,70,20000.0,1,1,3,1,23492,7,8,19.0
6,3,1,73,-1.0,1,1,1,1,23497,7,1,33.0
3,3,2,71,-1.0,1,1,1,1,23499,10,2,22.0
6,3,1,66,-1.0,1,2,1,1,23502,11,4,28.0
9,4,1,63,-1.0,1,2,5,1,23503,2,9,45.0
4,1,1,70,-1.0,1,1,1,1,23504,10,4,65.0
3,2,1,74,-1.0,4,1,1,1,23505,6,2,34.0
3,3,1,75,150000.0,1,1,1,1,23509,4,4,44.0
9,4,1,66,-1.0,3,2,1,1,23513,4,9,38.0
2,2,1,73,-1.0,1,1,1,2,23514,3,2,27.0
6,2,1,68,-1.0,1,1,1,1,23521,3,1,32.0
6,4,2,67,-1.0,1,2,1,1,23523,8,1,18.0
7,3,1,71,20000.0,1,1,4,1,23525,9,1,30.0
10,1,1,67,-1.0,1,1,1,1,23526,2,4,32.0
4,3,2,71,-1.0,4,1,1,1,23532,11,2,27.0
6,3,1,76,-1.0,1,1,1,1,23536,2,3,29.0
2,3,1,69,-1.0,1,2,1,1,23538,2,2,27.0
6,3,1,63,-1.0,1,2,1,1,23541,5,6,34.0
2,3,1,68,-1.0,1,1,1,1,23543,1,3,28.0
6,3,1,69,100000.0,1,1,1,1,23547,7,2,35.0
2,4,1,62,-1.0,1,2,1,1,23550,4,1,29.0
6,3,1,72,20000.0,1,1,1,1,23553,1,2,22.0
6,3,2,67,-1.0,4,1,5,1,23554,2,4,21.0
2,3,1,67,-1.0,1,1,1,1,23556,1,1,27.0
1,4,2,70,-1.0,4,1,1,1,23557,6,1,26.0
3,3,1,67,-1.0,1,1,2,1,23558,5,1,35.0
4,3,1,70,-1.0,1,1,5,3,23559,5,4,25.0
4,1,1,67,-1.0,3,2,1,1,23560,4,3,31.0
6,3,1,62,-1.0,4,2,5,1,23563,5,4,24.0
3,3,1,71,-1.0,1,1,1,1,23570,12,2,48.0
6,3,2,69,20000.0,1,2,5,1,23572,5,2,24.0
7,3,1,65,20000.0,1,2,1,1,23574,12,3,23.0
6,2,1,63,20000.0,1,2,3,1,23576,10,4,23.0
3,3,1,69,-1.0,1,1,1,1,23577,9,9,23.0
2,3,1,67,-1.0,1,2,5,1,23578,3,2,28.0
4,3,1,70,100000.0,1,1,5,1,23579,10,1,38.0
6,3,2,74,-1.0,4,1,5,1,23582,4,9,24.0
9,3,1,66,-1.0,1,2,1,1,23583,11,5,43.0
2,3,1,68,-1.0,4,1,1,1,23591,8,4,28.0
12,3,2,62,-1.0,1,2,1,4,23593,6,2,26.0
3,3,1,70,-1.0,1,1,1,1,23598,12,3,36.0
5,3,2,67,1000000.0,1,1,3,1,23603,12,2,32.0
4,3,1,72,60000.0,1,1,1,1,23605,5,2,26.0
3,4,1,79,60000.0,1,1,1,1,23608,6,9,31.0
6,3,1,60,100000.0,1,2,5,1,23612,12,4,31.0
6,2,1,68,20000.0,3,1,1,1,23615,11,2,31.0
6,3,1,69,100000.0,1,1,1,1,23616,11,2,39.0
6,3,2,66,30000.0,4,1,2,1,23618,8,5,29.0
6,3,1,67,-1.0,1,2,1,1,23621,10,6,43.0
8,3,1,68,-1.0,3,1,1,3,23623,7,2,46.0
3,3,2,69,-1.0,1,1,1,1,23626,11,1,34.0
3,3,1,66,1000000.0,1,2,1,4,23628,9,2,21.0
3,3,2,71,-1.0,4,1,3,1,23635,4,9,33.0
3,3,1,67,-1.0,1,1,1,1,23636,10,7,26.0
5,3,1,69,100000.0,1,1,1,1,23637,6,5,28.0
9,2,1,67,50000.0,1,2,1,1,23640,9,4,32.0
9,3,1,63,-1.0,1,2,1,1,23641,4,4,53.0
4,3,1,67,-1.0,1,2,1,1,23642,6,3,39.0
9,3,1,64,60000.0,1,2,1,1,23646,9,3,29.0
6,3,1,62,-1.0,1,2,1,1,23647,3,4,27.0
6,3,1,66,-1.0,1,1,3,1,23649,10,2,37.0
4,3,1,62,20000.0,1,2,1,1,23650,5,4,23.0
6,4,2,73,-1.0,1,1,3,4,23654,12,1,33.0
4,3,1,71,-1.0,1,1,1,1,23655,10,3,26.0
4,3,1,72,-1.0,1,1,1,1,23660,4,9,33.0
6,3,1,70,50000.0,1,1,1,1,23661,4,1,41.0
4,5,1,63,20000.0,1,2,1,1,23662,5,4,21.0
10,5,3,68,20000.0,1,1,1,1,23665,7,6,26.0
6,3,1,62,-1.0,1,2,1,1,23667,2,4,28.0
4,3,1,70,-1.0,1,1,1,1,23669,12,9,44.0
6,3,1,67,100000.0,1,1,2,1,23670,3,9,40.0
4,3,1,76,-1.0,1,1,5,1,23671,11,3,21.0
4,3,2,70,-1.0,1,1,1,1,23672,2,4,29.0
9,3,1,62,-1.0,3,2,3,1,23676,4,1,29.0
4,3,1,74,-1.0,1,1,1,1,23678,5,4,27.0
3,3,1,66,-1.0,1,1,1,1,23680,9,4,30.0
4,3,1,72,-1.0,1,1,1,1,23681,5,6,33.0
3,2,2,64,-1.0,3,2,1,1,23684,5,5,31.0
3,3,1,70,-1.0,1,1,1,1,23687,6,3,54.0
6,3,1,72,-1.0,1,1,1,1,23695,4,4,22.0
9,1,1,67,-1.0,1,2,3,1,23698,3,9,35.0
6,3,2,70,-1.0,1,1,1,1,23709,6,3,19.0
4,3,2,73,20000.0,1,1,3,1,23713,6,2,32.0
3,1,1,71,-1.0,1,1,1,1,23714,2,9,46.0
4,3,1,71,70000.0,1,1,1,1,23720,11,3,26.0
6,3,1,63,-1.0,3,2,3,1,23721,9,1,19.0
3,1,1,72,-1.0,1,1,1,1,23724,6,3,31.0
4,3,2,67,40000.0,3,2,1,3,23725,7,9,30.0
6,1,1,62,-1.0,1,2,1,1,23726,8,3,24.0
2,3,1,75,-1.0,4,1,1,1,23727,10,9,25.0
6,3,1,66,-1.0,1,2,1,1,23728,9,3,64.0
8,3,1,71,-1.0,4,1,4,1,23729,3,9,31.0
3,3,1,70,-1.0,1,1,1,1,23732,8,6,24.0
6,3,2,74,-1.0,1,1,5,1,23734,3,5,38.0
2,3,1,61,80000.0,3,2,1,1,23740,3,1,33.0
4,3,1,70,70000.0,1,1,1,1,23743,10,3,27.0
9,2,1,65,40000.0,1,2,1,1,23745,11,9,29.0
9,3,1,66,-1.0,1,2,1,1,23747,6,3,23.0
5,2,1,72,-1.0,1,1,1,1,23748,12,3,20.0
6,4,2,65,-1.0,1,2,2,1,23749,7,2,28.0
4,3,1,68,-1.0,1,1,1,4,23751,9,2,41.0
4,3,1,78,-1.0,1,1,1,1,23752,2,3,30.0
5,2,2,63,40000.0,4,2,1,1,23757,6,1,42.0
4,3,1,69,-1.0,1,1,1,1,23758,3,4,26.0
3,3,1,70,-1.0,1,1,1,1,23760,7,5,26.0
2,3,1,65,-1.0,1,2,1,1,23762,7,1,35.0
1,2,3,72,20000.0,1,1,2,4,23763,1,9,32.0
1,3,1,69,150000.0,1,1,1,1,23764,10,1,38.0
6,2,1,68,20000.0,1,1,1,3,23765,5,1,25.0
3,3,1,67,-1.0,1,1,1,1,23767,8,3,28.0
9,3,2,67,-1.0,1,2,1,1,23770,5,6,28.0
6,5,2,63,20000.0,1,2,3,1,23772,2,2,20.0
3,3,1,64,-1.0,1,2,1,1,23773,8,4,22.0
6,4,1,72,-1.0,1,1,1,4,23774,10,9,27.0
4,2,1,76,60000.0,1,1,1,1,23776,1,2,28.0
4,3,1,71,-1.0,3,1,1,1,23777,11,3,27.0
6,3,1,67,80000.0,1,2,1,1,23779,8,3,30.0
3,2,1,74,-1.0,4,1,1,1,23780,11,2,56.0
3,3,1,74,-1.0,4,1,1,1,23781,10,4,56.0
4,3,1,68,-1.0,1,1,1,1,23784,8,9,22.0
4,3,1,70,30000.0,1,1,1,1,23787,10,1,24.0
7,3,1,73,-1.0,1,1,1,1,23791,8,1,28.0
3,3,2,69,-1.0,1,1,3,1,23794,3,1,27.0
6,3,1,72,50000.0,1,1,1,1,23795,6,2,26.0
9,1,1,66,-1.0,3,2,1,1,23800,4,9,18.0
6,2,1,69,-1.0,1,1,1,1,23802,7,9,59.0
3,3,1,68,-1.0,1,2,1,1,23804,8,3,37.0
4,3,1,74,-1.0,1,1,1,1,23807,6,1,34.0
3,1,1,72,20000.0,4,1,1,1,23809,8,5,42.0
1,3,1,66,-1.0,1,2,1,1,23810,9,2,29.0
6,3,1,63,-1.0,1,2,1,1,23813,4,1,50.0
4,3,2,69,30000.0,1,1,5,1,23815,12,4,25.0
6,3,1,72,-1.0,1,1,1,1,23818,9,3,30.0
6,3,2,75,-1.0,3,1,2,1,23819,11,1,19.0
6,1,1,72,80000.0,1,1,1,1,23820,1,3,42.0
3,3,1,65,-1.0,1,2,1,1,23824,7,3,41.0
9,3,2,67,-1.0,3,2,1,1,23825,3,1,21.0
6,3,2,67,-1.0,3,2,1,1,23829,10,1,46.0
7,3,1,66,20000.0,1,1,1,1,23830,9,3,22.0
3,3,1,76,-1.0,1,1,1,1,23836,3,2,27.0
4,3,1,73,-1.0,1,1,3,1,23839,9,9,42.0
4,3,2,71,-1.0,1,1,1,1,23841,9,9,61.0
9,3,1,64,-1.0,1,2,2,1,23843,7,9,31.0
3,3,1,64,20000.0,1,1,1,1,23849,2,1,22.0
6,3,1,66,70000.0,1,1,4,1,23850,6,3,30.0
9,3,1,59,30000.0,1,2,1,4,23856,1,4,24.0
11,3,1,71,-1.0,4,1,1,1,23858,5,5,26.0
3,3,2,75,20000.0,1,1,1,1,23859,3,9,31.0
3,3,2,69,-1.0,1,1,1,1,23861,2,1,37.0
6,2,1,64,-1.0,1,2,4,1,23865,10,3,24.0
7,3,1,66,100000.0,1,1,1,1,23866,9,1,34.0
6,3,1,68,-1.0,1,1,1,1,23867,1,2,33.0
9,2,1,64,-1.0,1,2,1,1,23868,8,8,24.0
6,3,1,68,-1.0,1,1,1,1,23869,8,3,33.0
3,3,1,72,-1.0,4,1,1,1,23871,8,1,23.0
4,3,1,66,-1.0,4,1,5,1,23872,10,5,32.0
3,2,1,76,-1.0,1,1,1,1,23874,11,1,42.0
9,2,1,63,20000.0,3,2,1,3,23877,9,2,31.0
6,2,1,74,20000.0,4,1,5,4,23881,12,5,28.0
6,4,1,66,-1.0,1,2,1,1,23888,5,4,37.0
4,4,3,73,-1.0,1,1,2,1,23894,3,9,23.0
3,3,1,74,-1.0,1,1,3,1,23896,8,9,32.0
3,4,1,71,-1.0,1,1,2,1,23897,7,2,27.0
6,1,1,67,-1.0,1,2,1,1,23900,4,2,53.0
3,3,2,74,-1.0,1,1,1,1,23901,8,5,30.0
3,2,3,62,30000.0,1,2,2,1,23909,1,2,18.0
3,3,1,65,-1.0,1,2,1,1,23912,6,1,45.0
4,3,1,67,-1.0,1,1,1,1,23918,2,4,29.0
2,2,1,65,20000.0,3,2,1,1,23919,10,2,47.0
4,3,2,68,-1.0,1,1,1,1,23924,7,2,32.0
8,3,1,64,-1.0,4,2,1,1,23928,9,3,52.0
6,3,1,61,-1.0,1,2,1,1,23929,6,4,34.0
4,3,1,70,-1.0,1,1,1,1,23930,12,4,62.0
6,3,1,72,-1.0,1,1,1,1,23931,3,1,28.0
7,3,2,68,-1.0,1,2,1,1,23933,1,3,45.0
2,3,1,73,-1.0,1,1,1,2,23934,3,3,26.0
3,3,1,67,-1.0,1,2,1,1,23937,7,7,25.0
3,3,2,67,-1.0,4,2,1,3,23942,7,2,27.0
4,4,2,68,20000.0,1,1,1,1,23943,7,2,29.0
8,2,3,73,20000.0,1,1,5,1,23948,11,3,30.0
4,3,1,70,-1.0,1,1,1,1,23951,8,2,30.0
4,3,1,69,100000.0,1,1,1,1,23953,6,9,61.0
4,3,1,74,-1.0,1,1,1,1,23955,7,3,29.0
1,4,1,72,20000.0,1,1,3,1,23956,3,9,22.0
6,3,1,69,20000.0,1,1,1,1,23957,5,9,22.0
6,3,1,72,-1.0,1,1,1,1,23964,7,9,30.0
4,4,1,75,-1.0,1,1,1,1,23967,5,5,53.0
7,3,1,72,-1.0,4,1,2,1,23970,10,4,36.0
7,3,1,70,-1.0,1,1,5,1,23971,8,3,22.0
10,2,2,75,-1.0,1,1,1,1,23974,8,3,22.0
3,3,1,65,-1.0,1,2,1,1,23975,7,3,57.0
10,3,1,65,-1.0,1,2,1,1,23978,4,9,31.0
4,1,1,94,-1.0,1,1,1,1,23979,1,8,18.0
6,2,1,65,-1.0,3,2,1,1,23982,10,1,24.0
3,4,2,74,20000.0,1,1,1,4,23984,5,9,22.0
6,3,1,62,-1.0,1,2,1,1,23987,6,9,68.0
2,3,1,65,-1.0,1,2,1,1,23989,9,4,23.0
6,3,1,71,-1.0,1,2,1,1,23991,3,3,23.0
4,3,1,70,-1.0,1,1,3,1,23992,7,2,49.0
6,3,1,62,-1.0,1,2,3,1,23994,6,3,26.0
6,3,1,65,-1.0,1,2,5,4,23995,1,3,32.0
4,3,1,66,-1.0,1,2,1,1,23997,10,3,29.0
9,3,2,65,-1.0,1,2,2,1,24002,12,2,34.0
4,3,1,72,-1.0,1,1,1,1,24004,12,4,24.0
3,5,2,74,250000.0,1,1,5,1,24005,5,2,25.0
3,1,1,66,-1.0,1,1,1,1,24006,12,9,36.0
3,3,1,75,-1.0,1,1,1,1,24008,3,4,28.0
3,3,1,74,-1.0,1,1,1,1,24009,6,4,38.0
3,3,1,65,-1.0,1,2,1,1,24010,11,3,34.0
6,3,1,68,-1.0,1,2,1,1,24012,3,3,26.0
6,4,1,73,-1.0,1,1,2,1,24014,12,9,31.0
8,3,1,72,1000000.0,1,1,1,2,24016,12,1,35.0
7,2,1,74,-1.0,1,1,1,1,24017,6,5,39.0
6,3,1,62,-1.0,1,2,1,1,24020,2,4,25.0
4,3,1,71,100000.0,1,1,3,1,24021,10,9,33.0
3,1,1,69,-1.0,1,1,1,1,24030,9,9,34.0
3,3,1,66,-1.0,1,1,5,1,24032,4,6,39.0
3,4,1,71,-1.0,1,1,1,1,24034,7,4,36.0
4,3,1,72,-1.0,1,1,1,1,24035,10,9,32.0
3,3,1,72,-1.0,1,1,2,1,24036,7,3,33.0
4,2,1,68,100000.0,1,1,1,1,24039,3,2,52.0
9,3,1,67,30000.0,1,2,1,2,24042,6,1,27.0
2,3,1,68,-1.0,1,2,1,1,24043,10,3,27.0
3,3,2,62,-1.0,1,2,1,1,24044,1,3,26.0
7,3,1,71,60000.0,1,1,1,1,24045,4,3,43.0
6,2,1,72,-1.0,1,1,1,3,24046,11,5,29.0
8,3,1,61,-1.0,1,2,1,1,24047,3,9,47.0
3,3,1,64,-1.0,4,1,1,1,24048,10,5,29.0
7,3,1,61,-1.0,1,2,1,1,24051,11,4,29.0
3,3,2,66,-1.0,1,2,1,1,24052,5,9,25.0
6,3,2,63,-1.0,1,2,1,1,24054,7,3,35.0
9,3,1,65,60000.0,1,2,1,1,24056,6,1,50.0
6,3,1,63,-1.0,1,2,1,1,24059,7,4,55.0
1,6,2,67,-1.0,3,1,1,1,24064,3,2,30.0
4,3,1,70,-1.0,1,1,1,1,24066,5,9,34.0
12,3,1,70,-1.0,1,1,1,1,24069,7,9,66.0
10,3,1,62,-1.0,1,2,2,1,24071,10,4,30.0
2,3,1,70,100000.0,1,1,1,1,24074,11,1,45.0
2,3,1,72,-1.0,1,1,1,4,24075,8,1,24.0
6,3,1,71,-1.0,1,1,1,1,24076,11,3,41.0
3,3,1,61,-1.0,1,2,1,1,24077,5,4,49.0
2,3,2,73,-1.0,1,1,2,1,24078,7,9,37.0
3,3,1,73,40000.0,1,1,1,1,24079,9,1,62.0
3,3,1,67,60000.0,1,2,1,1,24087,8,5,46.0
7,3,2,64,20000.0,1,1,1,1,24090,12,3,23.0
3,3,1,63,-1.0,1,2,1,1,24092,7,1,46.0
6,2,1,67,-1.0,4,1,3,1,24095,12,2,30.0
3,1,1,74,20000.0,1,1,1,1,24096,2,9,23.0
6,3,2,75,20000.0,1,1,2,1,24098,1,2,20.0
3,3,1,63,-1.0,1,2,1,1,24103,3,1,36.0
4,3,2,64,-1.0,1,2,1,1,24104,7,9,37.0
6,3,2,72,150000.0,1,1,1,1,24105,1,9,34.0
2,3,1,64,-1.0,1,2,1,1,24108,2,3,38.0
6,3,1,68,-1.0,4,1,1,4,24110,5,4,34.0
10,3,1,66,40000.0,1,2,5,1,24113,11,1,29.0
6,3,1,68,-1.0,1,1,1,1,24118,3,1,26.0
4,2,1,66,-1.0,1,2,1,1,24120,6,1,45.0
6,3,1,64,-1.0,1,2,1,1,24122,7,1,24.0
4,3,1,69,-1.0,1,1,1,1,24125,5,3,34.0
2,5,2,70,150000.0,1,1,1,4,24130,7,2,27.0
6,1,1,69,-1.0,1,2,1,1,24132,6,9,48.0
9,3,1,67,-1.0,1,2,1,1,24133,11,4,35.0
6,3,1,63,-1.0,1,2,1,1,24134,3,4,31.0
6,3,1,68,-1.0,1,2,1,1,24136,11,2,30.0
3,3,1,74,-1.0,1,1,1,1,24137,4,2,25.0
6,4,2,69,20000.0,1,1,4,1,24140,9,6,28.0
6,4,1,73,20000.0,1,1,5,1,24141,10,1,30.0
6,3,1,68,-1.0,1,1,1,1,24145,8,9,26.0
3,3,2,74,-1.0,1,1,3,1,24146,9,1,25.0
2,2,1,73,-1.0,1,1,1,1,24148,5,9,54.0
4,3,1,71,-1.0,4,1,2,1,24149,6,2,30.0
6,3,1,71,-1.0,4,1,1,1,24150,10,9,34.0
6,3,1,69,-1.0,1,2,1,1,24151,5,4,30.0
6,3,1,75,-1.0,4,1,1,1,24152,12,9,43.0
4,1,1,66,40000.0,4,1,1,1,24154,6,4,29.0
6,2,1,68,-1.0,4,1,1,1,24155,1,1,39.0
6,3,1,67,-1.0,4,1,1,1,24156,8,5,45.0
4,2,1,72,-1.0,1,1,1,1,24157,5,9,52.0
6,2,1,66,-1.0,3,2,1,3,24159,12,5,44.0
3,2,1,69,100000.0,4,1,1,1,24162,1,9,43.0
4,1,1,74,150000.0,1,1,1,1,24163,12,1,45.0
4,3,2,66,-1.0,3,2,1,1,24164,12,9,32.0
6,3,1,69,-1.0,1,2,1,1,24168,5,3,31.0
4,2,1,64,-1.0,4,2,1,1,24172,4,5,54.0
3,2,1,70,100000.0,1,1,1,1,24175,7,3,40.0
4,3,1,74,-1.0,1,1,1,3,24177,4,1,41.0
3,3,1,69,-1.0,4,1,1,1,24178,4,1,31.0
1,3,1,69,80000.0,4,1,1,1,24179,2,2,56.0
9,3,1,72,-1.0,3,2,1,1,24182,8,3,35.0
2,3,1,68,-1.0,1,2,1,1,24190,7,1,39.0
4,3,1,70,80000.0,1,1,3,1,24191,8,9,28.0
4,3,1,72,-1.0,4,1,1,1,24192,6,1,31.0
2,3,1,68,-1.0,1,2,1,1,24193,12,3,52.0
4,3,1,75,-1.0,1,1,1,1,24194,7,2,33.0
4,1,1,65,-1.0,1,2,1,1,24195,2,3,47.0
10,3,2,74,-1.0,1,1,1,1,24197,4,2,28.0
4,1,1,70,-1.0,1,1,1,1,24200,9,9,41.0
4,3,2,67,-1.0,1,1,1,1,24201,8,5,50.0
9,1,1,66,-1.0,4,2,1,1,24204,6,3,63.0
2,1,1,68,-1.0,1,1,1,1,24207,4,2,30.0
6,2,1,64,-1.0,1,2,1,1,24219,8,6,44.0
4,3,1,66,-1.0,1,2,1,1,24222,3,1,35.0
3,3,2,75,100000.0,1,1,1,1,24224,11,9,35.0
6,3,1,69,20000.0,1,2,1,1,24227,12,1,59.0
1,2,2,70,-1.0,1,1,1,1,24228,8,9,26.0
6,3,2,60,40000.0,3,2,1,3,24229,10,2,28.0
9,2,2,66,-1.0,3,2,1,1,24231,10,9,44.0
2,2,3,72,40000.0,1,1,2,1,24234,9,2,24.0
3,3,1,72,-1.0,1,1,1,1,24238,5,4,25.0
6,2,1,70,-1.0,1,1,1,1,24242,10,2,24.0
6,2,2,75,100000.0,1,1,1,1,24243,8,9,52.0
7,1,1,67,-1.0,1,1,1,1,24246,1,9,48.0
5,4,1,71,-1.0,1,1,1,1,24253,5,9,26.0
4,3,1,68,-1.0,1,1,1,1,24256,8,5,34.0
9,3,1,70,40000.0,1,2,1,1,24259,9,4,30.0
3,3,1,68,40000.0,1,1,1,1,24261,9,4,25.0
2,3,1,70,-1.0,1,1,1,1,24263,9,4,42.0
4,2,2,69,-1.0,1,1,1,1,24268,9,9,37.0
3,4,1,70,-1.0,1,1,1,1,24269,1,9,33.0
3,2,1,68,-1.0,1,2,1,1,24273,9,3,51.0
6,3,1,72,-1.0,3,1,1,1,24277,2,2,36.0
7,3,2,64,-1.0,1,1,1,3,24278,6,2,38.0
4,3,2,69,-1.0,1,1,1,1,24279,11,6,48.0
3,1,1,67,-1.0,4,1,1,1,24280,11,9,55.0
6,3,1,66,-1.0,1,2,1,1,24281,11,6,35.0
7,3,1,68,-1.0,1,1,1,1,24283,4,1,29.0
4,3,3,70,20000.0,1,1,1,1,24287,8,3,22.0
2,3,1,70,100000.0,1,1,1,1,24289,7,1,28.0
6,3,1,67,-1.0,4,1,5,1,24295,5,3,30.0
6,2,1,70,100000.0,1,1,3,1,24296,1,9,31.0
7,2,1,70,70000.0,1,1,1,1,24300,7,3,48.0
4,3,1,70,-1.0,1,1,1,1,24301,11,3,41.0
3,2,1,71,70000.0,1,1,1,1,24310,10,9,23.0
3,1,1,74,-1.0,4,1,1,3,24311,10,9,30.0
6,3,1,62,30000.0,1,2,5,1,24312,4,3,23.0
3,3,2,68,100000.0,1,1,1,1,24315,5,3,32.0
2,3,1,64,-1.0,1,2,1,1,24318,2,9,31.0
6,3,1,71,-1.0,1,1,4,1,24319,4,4,29.0
6,3,2,69,-1.0,1,1,1,1,24322,2,2,27.0
6,3,1,69,60000.0,1,1,1,1,24323,1,1,36.0
2,2,1,72,-1.0,1,1,1,1,24325,11,2,38.0
9,3,1,60,70000.0,1,2,1,1,24328,8,2,21.0
3,2,1,70,-1.0,1,1,1,1,24329,12,7,26.0
6,1,1,60,-1.0,1,2,1,1,24332,9,3,38.0
3,3,1,72,80000.0,1,1,1,1,24334,4,2,32.0
6,1,1,74,30000.0,1,1,1,1,24338,5,1,27.0
3,3,1,69,-1.0,1,1,1,1,24339,7,6,28.0
9,3,1,66,-1.0,3,2,1,1,24340,10,6,58.0
